Participant_ID,Male_1,Trial_Number,Money_Transfered,RT_Investment,RT_Evaluation,RT_Feedback,Eval,Fair,Happy,Amount_Returned,Payback_Shuffle,Order_Shuffle,Final_money_subj,Final_money_trustee,Eval_self,RT_eval_self,Eval_other,RT_eval_other,group
14,0,56,7,0.9299648,13.6203499,2.6911162,8,1,0,9,43,3,11,12,0,0,0,0,case
14,0,57,8,4.7326807,1.9233611,1.8509396,8,1,0,10,41,3,11,14,0,0,0,0,case
14,0,58,8,1.8317287,1.4044737,3.2278624,5,1,0,8,34,3,9,16,0,0,0,0,case
14,0,59,5,0.1176712,1.2447199,3.6598722,9,1,0,9,60,3,13,6,0,0,0,0,case
14,0,60,8,2.9428675,4.2841219,2.2473555,6,1,0,9,36,3,10,15,0,0,0,0,case
14,0,61,7,0.6465198,3.5511751,1.6615538,3,1,0,4,21,3,6,17,0,0,0,0,case
14,0,62,6,3.7236991,0.9900769,1.5429884,3,1,0,4,23,3,7,14,0,0,0,0,case
14,0,63,5,0.4009376,0.7060289,1.5043895,7,1,0,8,52,3,12,7,9,1.7560048,7,2.6071286,case
14,0,64,8,3.9911348,1.060343,1.6978285,1,0,1,2,9,4,3,22,0,0,0,0,case
14,0,65,8,3.8197676,0.6496198,1.7084329,2,0,1,3,11,4,4,21,0,0,0,0,case
14,0,66,7,1.2838397,6.0776828,1.5895329,4,0,1,6,28,4,8,15,0,0,0,0,case
14,0,67,9,0.246522,1.1928095,1.5043285,5,0,1,6,22,4,6,21,0,0,0,0,case
14,0,68,9,1.9079572,3.4243246,1.5061685,4,0,1,8,31,4,8,19,0,0,0,0,case
14,0,69,7,17.6036782,26.6066939,4.21308,3,0,1,4,18,4,6,17,0,0,0,0,case
14,0,70,5,2.5131778,1.127869,1.6845223,3,0,1,2,13,4,6,13,0,0,0,0,case
14,0,71,4,0.1645803,1.4730072,1.5042724,2,0,1,3,26,4,8,9,0,0,0,0,case
14,0,72,1,3.1256851,1.4248889,1.5346096,5,0,1,1,37,4,9,2,0,0,0,0,case
14,0,73,5,2.4888392,2.0527792,1.6344606,6,0,1,5,35,4,9,10,0,0,0,0,case
14,0,74,7,1.2062599,0.4923688,1.5032296,1,0,1,1,7,4,3,20,0,0,0,0,case
14,0,75,5,1.0871023,1.032041,1.5053012,7,0,1,7,44,4,11,8,0,0,0,0,case
14,0,76,5,1.5765441,2.6343619,1.5056573,7,0,1,6,42,4,10,9,0,0,0,0,case
14,0,77,6,0.3429489,3.8614971,2.4663723,5,0,1,6,33,4,9,12,0,0,0,0,case
14,0,78,7,0.5946266,0.3327328,1.5470228,1,0,1,0,0,4,2,21,0,0,0,0,case
14,0,79,3,0.1618821,5.4297321,1.6168727,4,0,1,2,20,4,8,7,0,0,0,0,case
14,0,80,6,2.1422606,25.1242355,2.4149054,6,0,1,7,39,4,10,11,0,0,0,0,case
14,0,81,6,4.3326093,1.2359025,1.8444712,3,0,1,3,15,4,6,15,0,0,0,0,case
14,0,82,6,1.4262606,1.4925059,1.7261953,1,0,1,0,2,4,3,18,0,0,0,0,case
14,0,83,4,1.3915604,6.7505745,1.5066814,2,0,1,3,24,4,8,9,0,0,0,0,case
14,0,84,5,2.0798533,2.8648578,1.5044322,2,0,1,1,4,4,5,14,7,4.0188779,3,3.1321018,case
15,1,1,3,11.6971169,47.6590868,28.8116009,3,1,1,3,32,1,9,6,0,0,0,0,case
15,1,2,3,5.1150651,28.4531069,13.2774449,1,1,1,2,25,1,8,7,0,0,0,0,case
15,1,3,3,9.0123617,1.9442809,4.7490125,1,1,1,5,54,1,11,4,0,0,0,0,case
15,1,4,3,60.350786,3.5691176,14.0824057,1,1,1,4,43,1,10,5,0,0,0,0,case
15,1,5,3,2.3389024,3.0510919,4.9141875,1,1,1,3,34,1,9,6,0,0,0,0,case
15,1,6,3,3.6266349,1.9872757,2.9775627,1,1,1,5,56,1,11,4,0,0,0,0,case
15,1,7,3,2.9788629,1.1080196,7.5992776,1,1,1,4,49,1,10,5,0,0,0,0,case
15,1,8,3,3.558784,1.7079386,2.7946017,1,1,1,3,36,1,9,6,0,0,0,0,case
15,1,9,3,25.0442888,12.0925017,27.2617503,1,1,1,3,30,1,9,6,0,0,0,0,case
15,1,10,3,58.0609455,2.8273175,10.2665362,1,1,1,6,65,1,12,3,0,0,0,0,case
15,1,11,3,4.8138639,1.5797155,14.769582,1,1,1,5,60,1,11,4,0,0,0,0,case
15,1,12,3,10.1306632,1.5161762,2.7303064,1,1,1,5,52,1,11,4,0,0,0,0,case
15,1,13,3,3.1151975,1.4671747,4.9871145,1,1,1,2,21,1,8,7,0,0,0,0,case
15,1,14,3,11.2840116,56.5715711,35.946419,1,1,1,2,23,1,8,7,0,0,0,0,case
15,1,15,3,5.8603624,3.0357742,12.5544877,1,1,1,3,28,1,9,6,0,0,0,0,case
15,1,16,3,15.553381,12.2114663,7.2697462,1,1,1,5,58,1,11,4,0,0,0,0,case
15,1,17,3,26.001193,1.0755904,7.6157709,1,1,1,4,47,1,10,5,0,0,0,0,case
15,1,18,3,19.3920349,1.2436066,2.8276059,1,1,1,4,39,1,10,5,0,0,0,0,case
15,1,19,3,18.8495607,1.3395322,9.0771604,1,1,1,6,63,1,12,3,0,0,0,0,case
15,1,20,3,1.8234633,1.1314726,2.6281143,1,1,1,4,41,1,10,5,0,0,0,0,case
15,1,21,3,5.3424545,1.0027518,1.506681,1,1,1,4,45,1,10,5,3,21.7337006,1,16.8993093,case
15,1,22,3,106.5001211,1.0998514,1.9491529,1,0,0,2,22,2,8,7,0,0,0,0,case
15,1,23,3,4.2344608,1.8838639,37.4718716,1,0,0,4,39,2,10,5,0,0,0,0,case
15,1,24,3,77.8960494,8.799221,1.5058722,1,0,0,0,0,2,6,9,0,0,0,0,case
15,1,25,3,1.5197383,27.6839156,4.5437401,1,0,0,2,26,2,8,7,0,0,0,0,case
15,1,26,3,10.4670484,2.10783,19.8408849,1,0,0,3,28,2,9,6,0,0,0,0,case
15,1,27,3,6.7439977,1.1473768,2.3542498,1,0,0,2,18,2,8,7,0,0,0,0,case
15,1,28,3,5.2087974,1.7234877,15.6954249,1,0,0,2,24,2,8,7,0,0,0,0,case
15,1,29,3,11.8951646,3.5003917,1.6174036,1,0,0,3,35,2,9,6,0,0,0,0,case
15,1,30,3,5.5391416,4.2361982,1.9471222,1,0,0,4,44,2,10,5,0,0,0,0,case
15,1,31,3,6.390247,1.8042904,16.4119726,1,0,0,1,13,2,7,8,0,0,0,0,case
15,1,32,3,17.4125232,5.5404447,2.3061751,1,0,0,4,42,2,10,5,0,0,0,0,case
15,1,33,3,4.2670231,1.6279148,5.6979556,1,0,0,1,15,2,7,8,0,0,0,0,case
15,1,34,3,3.7908084,2.6509551,13.251756,1,0,0,1,7,2,7,8,0,0,0,0,case
15,1,35,3,33.6273393,1.6280641,2.2454129,1,0,0,3,33,2,9,6,0,0,0,0,case
15,1,36,3,24.2056489,1.6999531,4.6988487,1,0,0,2,20,2,8,7,0,0,0,0,case
15,1,37,3,2.9811086,1.7556567,1.6444538,1,0,0,1,11,2,7,8,0,0,0,0,case
15,1,38,3,1.0696005,2.8286004,1.7216359,1,0,0,1,9,2,7,8,0,0,0,0,case
15,1,39,3,1.2232662,1.7797454,31.1513042,1,0,0,3,31,2,9,6,0,0,0,0,case
15,1,40,3,4.2853956,4.5316701,6.848801,1,0,0,0,2,2,6,9,0,0,0,0,case
15,1,41,3,8.862667,1.4116684,5.7792951,1,0,0,0,4,2,6,9,0,0,0,0,case
15,1,42,3,9.6086106,1.9638198,3.4137246,1,0,0,3,37,2,9,6,9,13.524721,1,5.6154163,case
15,1,43,3,19.4644105,1.8883759,1.5056822,1,1,0,4,47,3,10,5,0,0,0,0,case
15,1,44,3,2.8521729,1.2493652,3.2231733,1,1,0,4,45,3,10,5,0,0,0,0,case
15,1,45,3,3.5393709,1.2604668,3.6714965,1,1,0,2,25,3,8,7,0,0,0,0,case
15,1,46,3,3.462446,1.300083,1.6219348,1,1,0,5,58,3,11,4,0,0,0,0,case
15,1,47,3,10.8969885,1.7477091,3.9007423,1,1,0,6,63,3,12,3,0,0,0,0,case
15,1,48,3,2.4581411,1.4757482,5.3775928,1,1,0,4,39,3,10,5,0,0,0,0,case
15,1,49,3,70.8499256,1.6922115,4.1595295,1,1,0,5,54,3,11,4,0,0,0,0,case
15,1,50,3,1.7700824,1.531716,2.9528975,1,1,0,3,30,3,9,6,0,0,0,0,case
15,1,51,3,1.3273542,1.4360282,2.9491048,1,1,0,3,28,3,9,6,0,0,0,0,case
15,1,52,3,3.0507843,1.2436083,2.6747912,1,1,0,4,49,3,10,5,0,0,0,0,case
15,1,53,3,3.3517019,2.0841131,4.0433148,1,1,0,6,65,3,12,3,0,0,0,0,case
15,1,54,3,5.7661286,1.5315513,6.9961846,1,1,0,5,56,3,11,4,0,0,0,0,case
15,1,55,3,1.5489425,1.9719622,3.8994421,1,1,0,3,32,3,9,6,0,0,0,0,case
15,1,56,3,2.8437613,1.4964421,1.5058959,1,1,0,4,43,3,10,5,0,0,0,0,case
15,1,57,3,1.8967121,1.2203191,4.523227,1,1,0,4,41,3,10,5,0,0,0,0,case
15,1,58,3,8.5726937,1.2035789,3.5088774,1,1,0,3,34,3,9,6,0,0,0,0,case
15,1,59,3,1.7089222,1.091996,3.3721524,1,1,0,5,60,3,11,4,0,0,0,0,case
15,1,60,3,1.5330804,1.3561838,5.1407115,1,1,0,3,36,3,9,6,0,0,0,0,case
15,1,61,3,2.0811619,1.0040132,3.4833562,1,1,0,2,21,3,8,7,0,0,0,0,case
15,1,62,3,5.7232516,0.9167664,1.9334851,1,1,0,2,23,3,8,7,0,0,0,0,case
15,1,63,3,2.5007229,1.0839013,4.6450663,1,1,0,5,52,3,11,4,9,2.2312784,1,12.5924621,case
15,1,64,3,10.5931542,1.7803026,1.7407318,1,0,1,1,9,4,7,8,0,0,0,0,case
15,1,65,3,11.8618167,2.0227222,3.1468928,1,0,1,1,11,4,7,8,0,0,0,0,case
15,1,66,3,1.7936869,0.9965751,5.0099035,1,0,1,3,28,4,9,6,0,0,0,0,case
15,1,67,3,0.8502763,2.219805,1.6457366,1,0,1,2,22,4,8,7,0,0,0,0,case
15,1,68,3,6.9736017,1.0841504,3.9122019,1,0,1,3,31,4,9,6,0,0,0,0,case
15,1,69,3,2.7472283,1.0525492,2.8582753,1,0,1,2,18,4,8,7,0,0,0,0,case
15,1,70,3,2.605189,1.1082709,2.4554463,1,0,1,1,13,4,7,8,0,0,0,0,case
15,1,71,3,6.1385147,1.2280441,2.7296929,1,0,1,2,26,4,8,7,0,0,0,0,case
15,1,72,3,0.9298277,1.2046416,2.8923125,1,0,1,3,37,4,9,6,0,0,0,0,case
15,1,73,3,1.1964671,1.0120677,4.5931416,1,0,1,3,35,4,9,6,0,0,0,0,case
15,1,74,3,1.123217,3.412036,3.6745572,1,0,1,1,7,4,7,8,0,0,0,0,case
15,1,75,3,2.3359338,1.5307961,4.6525039,1,0,1,4,44,4,10,5,0,0,0,0,case
15,1,76,3,5.6516573,1.1077096,4.491841,1,0,1,4,42,4,10,5,0,0,0,0,case
15,1,77,3,1.0954725,1.8521847,3.6611928,1,0,1,3,33,4,9,6,0,0,0,0,case
15,1,78,3,2.9847695,1.0041025,3.476275,1,0,1,0,0,4,6,9,0,0,0,0,case
15,1,79,3,2.9706692,2.1008273,3.3603332,1,0,1,2,20,4,8,7,0,0,0,0,case
15,1,80,3,1.8779559,10.3725062,3.1329901,1,0,1,4,39,4,10,5,0,0,0,0,case
15,1,81,3,1.3560633,2.5402856,2.3643283,1,0,1,1,15,4,7,8,0,0,0,0,case
15,1,82,3,1.0639858,3.4574895,1.5056627,1,0,1,0,2,4,6,9,0,0,0,0,case
15,1,83,3,3.8689893,1.3343439,4.0652818,1,0,1,2,24,4,8,7,0,0,0,0,case
15,1,84,3,1.939277,1.4038222,3.1846582,1,0,1,0,4,4,6,9,9,2.9950569,1,5.1526965,case
16,1,1,5,13.7388676,7.1818181,21.1603662,9,1,1,6,39,1,10,9,0,0,0,0,case
16,1,2,7,6.0374961,3.7366542,12.4674726,9,1,1,10,47,1,12,11,0,0,0,0,case
16,1,3,9,4.7483364,1.963561,17.9828628,9,1,1,16,60,1,16,11,0,0,0,0,case
16,1,4,9,4.3659235,1.2596585,3.2036749,9,1,1,15,56,1,15,12,0,0,0,0,case
16,1,5,3,2.8325192,11.388066,3.5448516,9,1,1,2,23,1,8,7,0,0,0,0,case
16,1,6,8,8.9106935,1.9156476,3.5955002,9,1,1,12,49,1,13,12,0,0,0,0,case
16,1,7,9,4.9869104,2.7550939,5.5663158,9,1,1,14,52,1,14,13,0,0,0,0,case
16,1,8,8,18.9651285,3.5547292,16.4505175,9,1,1,8,34,1,9,16,0,0,0,0,case
16,1,9,9,5.3730495,3.050414,18.6380848,9,1,1,9,32,1,9,18,0,0,0,0,case
16,1,10,8,5.115426,1.7162763,25.8794893,9,1,1,6,25,1,7,18,0,0,0,0,case
16,1,11,3,6.1517432,2.7321969,36.8277029,9,1,1,6,65,1,12,3,0,0,0,0,case
16,1,12,9,6.3458318,3.79606,17.6149692,9,1,1,6,21,1,6,21,0,0,0,0,case
16,1,13,9,13.9168726,3.5635498,32.8457607,8,1,1,8,28,1,8,19,0,0,0,0,case
16,1,14,8,5.3588043,7.5802335,22.5317936,8,1,1,15,63,1,16,9,0,0,0,0,case
16,1,15,9,4.636954,1.7961145,22.1892317,8,1,1,8,30,1,8,19,0,0,0,0,case
16,1,16,7,9.2023233,6.6602278,14.0419146,8,1,1,11,54,1,13,10,0,0,0,0,case
16,1,17,8,8.2670343,7.891308,49.5614916,8,1,1,14,58,1,15,10,0,0,0,0,case
16,1,18,7,4.9539046,1.803903,10.7648687,7,1,1,9,45,1,11,12,0,0,0,0,case
16,1,19,9,5.7262329,4.6357484,9.5931939,8,1,1,11,41,1,11,16,0,0,0,0,case
16,1,20,6,6.7135635,9.1478268,6.8018512,7,1,1,8,43,1,11,10,0,0,0,0,case
16,1,21,8,5.2220626,30.7558798,7.882746,8,1,1,9,36,1,10,15,8,5.2676543,8,15.2138245,case
16,1,22,7,12.3832456,11.2437153,4.1479111,7,0,0,9,44,2,11,12,0,0,0,0,case
16,1,23,8,4.3681167,10.6998761,6.0294809,7,0,0,4,15,2,5,20,0,0,0,0,case
16,1,24,9,2.6137862,6.377825,10.2580068,7,0,0,10,37,2,10,17,0,0,0,0,case
16,1,25,8,3.3812315,7.2913911,19.8298573,7,0,0,3,13,2,4,21,0,0,0,0,case
16,1,26,7,21.8470711,2.6439286,4.9820636,6,0,0,8,39,2,10,13,0,0,0,0,case
16,1,27,9,2.1675434,1.099403,10.3130291,5,0,0,2,9,2,2,25,0,0,0,0,case
16,1,28,5,7.5510217,3.0999418,12.3537348,5,0,0,3,22,2,7,12,0,0,0,0,case
16,1,29,6,2.978112,3.7479111,3.2461089,6,0,0,4,20,2,7,14,0,0,0,0,case
16,1,30,7,3.9963866,0.9318299,2.9605771,6,0,0,7,35,2,9,14,0,0,0,0,case
16,1,31,4,6.4513123,2.2201409,6.3487051,8,0,0,3,26,2,8,9,0,0,0,0,case
16,1,32,3,2.5127644,2.3749791,3.5048268,5,0,0,3,28,2,9,6,0,0,0,0,case
16,1,33,4,1.9287767,8.09223,3.2860237,4,0,0,1,11,2,6,11,0,0,0,0,case
16,1,34,3,1.6207201,3.6604025,5.0993131,6,0,0,0,2,2,6,9,0,0,0,0,case
16,1,35,3,28.4905578,1.348362,3.8783687,5,0,0,2,18,2,8,7,0,0,0,0,case
16,1,36,2,4.0452309,3.6925333,3.1792879,8,0,0,0,0,2,7,6,0,0,0,0,case
16,1,37,3,2.4044127,1.8765584,2.3990264,6,0,0,3,33,2,9,6,0,0,0,0,case
16,1,38,2,3.3442949,1.8605077,6.4626146,4,0,0,2,31,2,9,4,0,0,0,0,case
16,1,39,2,2.0362686,1.0758759,2.7980751,6,0,0,3,42,2,10,3,0,0,0,0,case
16,1,40,3,1.3182897,1.2523797,6.3331026,6,0,0,1,7,2,7,8,0,0,0,0,case
16,1,41,2,0.9949834,2.6765499,2.174911,7,0,0,0,4,2,7,6,0,0,0,0,case
16,1,42,3,1.527279,2.0927056,2.5628278,6,0,0,2,24,2,8,7,7,3.9067198,7,10.0475151,case
16,1,43,9,14.2157652,1.3043485,2.9867101,7,1,0,11,39,3,11,16,0,0,0,0,case
16,1,44,8,1.6214439,1.6358963,2.7398633,6,1,0,8,34,3,9,16,0,0,0,0,case
16,1,45,3,1.8358855,3.132676,2.2393691,6,1,0,4,41,3,10,5,0,0,0,0,case
16,1,46,2,2.7934235,1.7729011,1.9745774,8,1,0,3,45,3,10,3,0,0,0,0,case
16,1,47,5,2.9207551,2.6349853,3.8894922,6,1,0,8,54,3,12,7,0,0,0,0,case
16,1,48,3,1.9826773,1.5247153,2.2682358,2,1,0,2,23,3,8,7,0,0,0,0,case
16,1,49,3,2.2968466,1.6602474,2.1191505,6,1,0,3,32,3,9,6,0,0,0,0,case
16,1,50,5,3.4563321,1.4839542,5.7923154,6,1,0,3,21,3,7,12,0,0,0,0,case
16,1,51,7,4.710487,0.9401875,2.8347634,6,1,0,6,30,3,8,15,0,0,0,0,case
16,1,52,2,0.5809778,1.0675154,2.5088543,6,1,0,3,58,3,10,3,0,0,0,0,case
16,1,53,3,0.4303524,1.5648358,1.9819777,7,1,0,4,43,3,10,5,0,0,0,0,case
16,1,54,4,2.3182074,1.7717408,3.0546568,7,1,0,8,63,3,13,4,0,0,0,0,case
16,1,55,5,1.0735409,2.5553719,2.3278383,7,1,0,8,56,3,12,7,0,0,0,0,case
16,1,56,6,1.8671446,2.9152251,4.5260451,7,1,0,6,36,3,9,12,0,0,0,0,case
16,1,57,2,2.764462,3.4362713,3.5457651,8,1,0,2,28,3,9,4,0,0,0,0,case
16,1,58,4,2.709055,3.1245832,1.7259758,8,1,0,6,52,3,11,6,0,0,0,0,case
16,1,59,6,2.8989124,2.6269563,3.7559588,8,1,0,12,65,3,15,6,0,0,0,0,case
16,1,60,7,0.8529903,2.6591151,4.8050929,8,1,0,10,49,3,12,11,0,0,0,0,case
16,1,61,4,3.7329871,5.7642151,2.553221,7,1,0,6,47,3,11,6,0,0,0,0,case
16,1,62,3,37.8856888,1.4673426,11.3328835,7,1,0,5,60,3,11,4,0,0,0,0,case
16,1,63,4,2.7562451,1.8998964,10.2719372,7,1,0,3,25,3,8,9,8,2.9699537,8,7.7601138,case
16,1,64,9,7.810966,2.7557281,3.2979559,7,0,1,10,37,4,10,17,0,0,0,0,case
16,1,65,7,5.3654501,1.3156805,2.8080335,6,0,1,4,20,4,6,17,0,0,0,0,case
16,1,66,5,1.7354467,1.0283158,2.4804409,5,0,1,1,7,4,5,14,0,0,0,0,case
16,1,67,2,1.0981947,1.7563553,5.6407256,8,0,1,3,44,4,10,3,0,0,0,0,case
16,1,68,3,1.1538331,1.7000415,5.6937741,7,0,1,1,9,4,7,8,0,0,0,0,case
16,1,69,8,2.5589104,0.8836781,3.8001403,6,0,1,10,42,4,11,14,0,0,0,0,case
16,1,70,4,0.6362679,1.9802158,11.0810054,7,0,1,1,11,4,6,11,0,0,0,0,case
16,1,71,6,3.8297671,1.2521618,2.5973105,5,0,1,6,33,4,9,12,0,0,0,0,case
16,1,72,8,1.8858651,1.1716482,15.2784661,8,0,1,3,13,4,4,21,0,0,0,0,case
16,1,73,8,3.1992808,2.0757817,7.9057122,8,0,1,5,22,4,6,19,0,0,0,0,case
16,1,74,3,2.057514,0.9245322,3.5992911,8,0,1,2,26,4,8,7,0,0,0,0,case
16,1,75,5,1.7896747,0.6360644,4.023603,8,0,1,5,35,4,9,10,0,0,0,0,case
16,1,76,6,3.9050331,4.0197881,5.9823306,8,0,1,0,2,4,3,18,0,0,0,0,case
16,1,77,3,18.5107985,3.7398351,13.1839074,7,0,1,0,0,4,6,9,0,0,0,0,case
16,1,78,4,3.191604,1.252077,3.1697298,6,0,1,3,24,4,8,9,0,0,0,0,case
16,1,79,9,2.777183,2.490697,4.0483033,6,0,1,8,31,4,8,19,0,0,0,0,case
16,1,80,9,2.1787834,1.6036867,2.2084731,8,0,1,8,28,4,8,19,0,0,0,0,case
16,1,81,3,9.6349981,1.79555,16.0813657,8,0,1,2,18,4,8,7,0,0,0,0,case
16,1,82,7,2.2324279,0.827767,3.9844244,6,0,1,1,4,4,3,20,0,0,0,0,case
16,1,83,5,1.6272846,1.5000686,4.0610943,5,0,1,2,15,4,6,13,0,0,0,0,case
16,1,84,8,2.5556194,1.8915729,2.7021722,7,0,1,9,39,4,10,15,7,1.3875101,7,6.9410582,case
18,1,1,9,15.5951242,20.8053446,40.4126086,1,1,1,9,32,1,9,18,0,0,0,0,case
18,1,2,5,67.5727271,55.7374695,57.5141606,9,1,1,4,25,1,8,11,0,0,0,0,case
18,1,3,9,21.8615984,23.502403,55.4489951,9,1,1,15,54,1,15,12,0,0,0,0,case
18,1,4,9,13.6510107,12.4568563,23.7300096,9,1,1,12,43,1,12,15,0,0,0,0,case
18,1,5,9,11.1688367,3.3982746,22.4041732,8,1,1,9,34,1,9,18,0,0,0,0,case
18,1,6,9,7.7727237,3.3921404,13.9777558,9,1,1,15,56,1,15,12,0,0,0,0,case
18,1,7,9,15.1624046,1.3642246,9.5480069,9,1,1,13,49,1,13,14,0,0,0,0,case
18,1,8,9,9.6416528,10.7959289,21.6981059,9,1,1,10,36,1,10,17,0,0,0,0,case
18,1,9,9,15.5139876,16.5635253,18.9426879,8,1,1,8,30,1,8,19,0,0,0,0,case
18,1,10,9,4.4978988,2.7789326,12.8993663,9,1,1,18,65,1,18,9,0,0,0,0,case
18,1,11,9,2.596553,1.7307716,6.4611563,9,1,1,16,60,1,16,11,0,0,0,0,case
18,1,12,9,5.1122126,1.1951873,3.1423484,9,1,1,14,52,1,14,13,0,0,0,0,case
18,1,13,9,6.5722473,4.2674227,9.4486493,5,1,1,6,21,1,6,21,0,0,0,0,case
18,1,14,9,6.2841829,2.987261,6.3486931,4,1,1,6,23,1,6,21,0,0,0,0,case
18,1,15,7,13.7944766,4.3552192,6.5616554,3,1,1,6,28,1,8,15,0,0,0,0,case
18,1,16,9,10.2186192,2.9550248,5.5993617,9,1,1,16,58,1,16,11,0,0,0,0,case
18,1,17,9,6.4995069,0.7302682,3.66657,9,1,1,13,47,1,13,14,0,0,0,0,case
18,1,18,9,2.0092643,3.7151862,6.094703,7,1,1,11,39,1,11,16,0,0,0,0,case
18,1,19,9,2.0578959,1.3470228,7.0206608,9,1,1,17,63,1,17,10,0,0,0,0,case
18,1,20,9,5.5727005,4.4354477,2.7161128,7,1,1,11,41,1,11,16,0,0,0,0,case
18,1,21,9,4.7980868,3.9398981,1.9637142,7,1,1,12,45,1,12,15,9,6.2193956,9,12.4638529,case
18,1,22,9,8.344873,3.956167,7.9180961,4,0,0,6,22,2,6,21,0,0,0,0,case
18,1,23,9,3.5904549,3.3879359,5.6593667,7,0,0,11,39,2,11,16,0,0,0,0,case
18,1,24,9,2.7262642,2.3879458,13.2120243,1,0,0,0,0,2,0,27,0,0,0,0,case
18,1,25,4,11.7080517,2.8259298,4.7774665,1,0,0,3,26,2,8,9,0,0,0,0,case
18,1,26,4,4.7809292,7.3637382,8.2501063,2,0,0,3,28,2,8,9,0,0,0,0,case
18,1,27,6,3.9691541,2.6516402,9.6025356,1,0,0,3,18,2,6,15,0,0,0,0,case
18,1,28,5,2.8963128,2.691493,5.4903935,3,0,0,4,24,2,8,11,0,0,0,0,case
18,1,29,8,4.502081,6.8029011,9.5276461,4,0,0,8,35,2,9,16,0,0,0,0,case
18,1,30,9,3.8645576,4.4540745,11.8522277,9,0,0,12,44,2,12,15,0,0,0,0,case
18,1,31,9,2.5178998,2.3333336,8.8444249,1,0,0,4,13,2,4,23,0,0,0,0,case
18,1,32,5,2.0494998,10.1171936,4.6404261,2,0,0,6,42,2,10,9,0,0,0,0,case
18,1,33,9,3.6684666,7.3631571,9.1482943,1,0,0,4,15,2,4,23,0,0,0,0,case
18,1,34,2,6.8313755,1.1233152,8.1599572,1,0,0,0,7,2,7,6,0,0,0,0,case
18,1,35,3,3.5384863,3.0921212,7.1221025,1,0,0,3,33,2,9,6,0,0,0,0,case
18,1,36,2,5.1188367,1.4038447,7.5356832,1,0,0,1,20,2,8,5,0,0,0,0,case
18,1,37,5,4.4157761,1.6915017,6.6397169,1,0,0,2,11,2,6,13,0,0,0,0,case
18,1,38,2,3.1920765,1.460008,9.3239431,1,0,0,1,9,2,8,5,0,0,0,0,case
18,1,39,4,4.9458192,3.5644437,6.76244,2,0,0,4,31,2,9,8,0,0,0,0,case
18,1,40,4,7.0150625,1.9562359,3.713375,1,0,0,0,2,2,5,12,0,0,0,0,case
18,1,41,2,7.8548141,1.2765368,4.2888389,1,0,0,0,4,2,7,6,0,0,0,0,case
18,1,42,1,8.5175498,2.6999452,5.0924109,1,0,0,1,37,2,9,2,9,4.7508929,1,13.3243564,case
18,1,43,9,10.0228944,2.4837856,6.893515,9,1,0,13,47,3,13,14,0,0,0,0,case
18,1,44,9,4.5571667,6.7238697,3.0496807,9,1,0,12,45,3,12,15,0,0,0,0,case
18,1,45,9,8.2808486,3.770954,7.6440464,8,1,0,7,25,3,7,20,0,0,0,0,case
18,1,46,9,4.5977925,15.9313811,12.5436747,9,1,0,16,58,3,16,11,0,0,0,0,case
18,1,47,9,3.4983348,3.7149447,2.7335182,9,1,0,17,63,3,17,10,0,0,0,0,case
18,1,48,8,2.9130258,2.1893426,9.1778992,9,1,0,9,39,3,10,15,0,0,0,0,case
18,1,49,9,1.6244253,4.0437159,3.0872359,9,1,0,15,54,3,15,12,0,0,0,0,case
18,1,50,9,1.7677367,3.4677551,4.0862341,9,1,0,8,30,3,8,19,0,0,0,0,case
18,1,51,9,2.216181,4.691367,2.9384305,7,1,0,8,28,3,8,19,0,0,0,0,case
18,1,52,9,2.2111065,1.3232934,3.4967716,9,1,0,13,49,3,13,14,0,0,0,0,case
18,1,53,9,4.466712,1.2443089,4.0690732,9,1,0,18,65,3,18,9,0,0,0,0,case
18,1,54,9,2.8596044,3.4197478,2.782266,9,1,0,15,56,3,15,12,0,0,0,0,case
18,1,55,9,3.7712319,1.0510447,3.677089,9,1,0,9,32,3,9,18,0,0,0,0,case
18,1,56,9,2.7108098,1.4819118,1.7235616,9,1,0,12,43,3,12,15,0,0,0,0,case
18,1,57,9,0.8356867,0.9278948,1.5060601,9,1,0,11,41,3,11,16,0,0,0,0,case
18,1,58,9,1.6561356,1.4361203,1.7795756,9,1,0,9,34,3,9,18,0,0,0,0,case
18,1,59,9,4.1986939,3.7491075,1.7770741,9,1,0,16,60,3,16,11,0,0,0,0,case
18,1,60,9,5.0922506,1.9957015,1.7945605,9,1,0,10,36,3,10,17,0,0,0,0,case
18,1,61,9,2.4413368,4.2834585,12.7173946,7,1,0,6,21,3,6,21,0,0,0,0,case
18,1,62,9,1.8227825,5.3688782,5.0122971,5,1,0,6,23,3,6,21,0,0,0,0,case
18,1,63,7,3.88828,6.8994131,9.1977938,9,1,0,11,52,3,13,10,9,2.0033055,9,13.9785558,case
18,1,64,9,17.589417,5.1632943,8.5406877,1,0,1,2,9,4,2,25,0,0,0,0,case
18,1,65,4,4.9226476,0.7966613,8.5268338,1,0,1,1,11,4,6,11,0,0,0,0,case
18,1,66,3,2.9294687,4.4202458,6.9146364,1,0,1,3,28,4,9,6,0,0,0,0,case
18,1,67,4,3.3286154,4.0919936,8.238898,2,0,1,3,22,4,8,9,0,0,0,0,case
18,1,68,9,4.1346386,4.4438089,6.9635284,2,0,1,8,31,4,8,19,0,0,0,0,case
18,1,69,5,3.3138168,3.6048991,2.7826473,1,0,1,3,18,4,7,12,0,0,0,0,case
